Brand,Model,Year,Country,Condition,Engine_Size,Horsepower,Torque,Weight,Top_Speed,Acceleration_0_100,Fuel_Type,Drivetrain,Transmission,Fuel_Efficiency,CO2_Emissions,Price,Mileage,Popularity,Safety_Rating,Number_of_Owners,Market_Demand,Insurance_Cost,Production_Units,Log_Price,Log_Mileage,Modification
Nissan,GT-R,2012,Asia,new,7.9,162,589,1151,309,4.4,Diesel,AWD,Automatic,9.9,294,345294,232215,Low,2,4,High,13504,100000,12.752154403111067,12.355423251987428,
Ford,Corvette Z06,2005,Asia,used,5.0,1271,343,2085,370,6.3,Diesel,RWD,Automatic,5.4,102,33168,23777,Medium,2,3,Low,5634,20000,10.409370983762798,10.07651606241849,Turbo
Nissan,Chiron,1981,Europe,new,1.9,1404,1395,1826,220,6.2,Diesel,AWD,Manual,5.7,301,259099,103496,High,2,3,High,13916,5000,12.464969366550202,11.547297905760226,Nismo
Ferrari,M4 Competition,2002,USA,new,8.0,1456,1207,1009,313,6.1,Electric,FWD,Automatic,9.5,290,116581,143420,Low,3,3,High,8439,100000,11.666350167053688,11.873539639940496,
Ferrari,Chiron,2020,Europe,used,6.4,251,1094,1543,317,4.3,Electric,RWD,Automatic,8.1,306,425794,160257,High,2,3,High,6145,200,12.96171328877041,11.984540295533735,
Ford,Huracan,2001,USA,new,7.0,347,1026,1297,275,6.5,Electric,FWD,DCT,13.2,210,89962,126316,Low,3,2,High,13006,20000,11.407153753671949,11.746549899439147,
Ford,Corvette Z06,2013,USA,salvage,3.0,1206,949,2194,368,3.8,Diesel,FWD,CVT,9.1,446,351195,195672,Medium,1,1,High,6013,20000,12.769099751156597,12.184200177591034,
McLaren,Huracan,1994,USA,new,2.3,1279,1607,2111,219,4.0,Petrol,RWD,Automatic,6.1,150,418869,191947,High,1,1,Low,11338,5000,12.945315888233065,12.164979780994614,
Ford,M4 Competition,1989,Europe,used,4.9,1312,1267,2455,315,3.3,Petrol,AWD,DCT,6.6,337,398764,219574,High,2,2,Low,7000,200,12.896127549928528,12.299449138785318,
Porsche,DBS,1994,USA,restored,6.5,924,1725,1175,331,4.2,Diesel,AWD,DCT,11.7,233,250287,3075,Medium,4,3,Medium,9423,5000,12.430367533801551,8.031385330625534,
Nissan,Corvette Z06,2021,Europe,new,5.7,305,357,1588,153,6.9,Electric,RWD,CVT,14.5,380,212217,163314,Low,4,3,High,2847,100000,12.265369327200721,12.00343613022081,
Aston Martin,DBS,2008,USA,used,5.6,421,194,1146,323,4.9,Petrol,AWD,DCT,13.7,325,345205,133863,High,4,2,High,10560,20000,12.751896619268631,11.80457963817441,Supercharged
Chevrolet,720S,2002,USA,salvage,6.4,1312,1585,2247,212,6.2,Petrol,AWD,DCT,6.3,125,450395,245817,Low,2,1,Low,663,20000,13.01788247477351,12.412346703701377,Sport
Ford,720S,1996,Europe,used,3.1,620,619,1941,376,3.3,Electric,FWD,Automatic,5.2,315,295497,29310,High,2,4,Medium,13683,20000,12.596417347615876,10.285718151171379,
Bugatti,DBS,1988,Asia,used,5.8,890,1665,1307,351,6.8,Diesel,AWD,CVT,5.3,179,179372,89868,High,2,3,High,1966,1000,12.097222715608078,11.4061083334068,
Ferrari,720S,2015,Asia,salvage,4.1,1510,387,2334,395,2.1,Diesel,AWD,CVT,10.5,391,468214,50908,High,1,2,Low,5267,1000,13.056682871116527,10.837795004197082,
Porsche,Corvette Z06,1988,Europe,new,2.0,763,1630,1024,379,6.7,Diesel,RWD,Automatic,9.9,120,81374,48863,High,3,3,Low,5984,20000,11.30682337951087,10.796796208018359,Nismo
BMW,Mustang GT,1995,Europe,new,2.9,1390,1106,2243,199,6.5,Diesel,FWD,Manual,5.1,321,403647,202906,High,2,1,High,12760,1000,12.908298490023324,12.220503024972377,Sport
Chevrolet,488 GTB,2015,Asia,new,6.7,254,1743,1052,179,2.3,Diesel,AWD,DCT,5.6,148,329526,79389,Low,4,3,High,7732,20000,12.705413571904483,11.28212769471916,
Aston Martin,720S,2012,Asia,used,7.3,1468,1193,1557,383,5.0,Petrol,RWD,Automatic,15.0,439,470218,202861,Low,1,1,Medium,10231,100000,13.060953822608589,12.220281223897457,Track Edition
Chevrolet,720S,2010,Asia,used,3.4,1432,1202,2480,350,5.9,Electric,AWD,DCT,14.6,159,239295,106854,Medium,3,4,Low,14449,20000,12.385456558336784,11.579228054224291,
Ford,Huracan,1985,Europe,used,2.8,733,1597,919,165,4.0,Petrol,FWD,CVT,6.3,341,490255,87929,Low,2,4,Low,11508,100000,13.102682982637448,11.384296322373048,GT
McLaren,DBS,1989,USA,salvage,1.8,1067,842,1146,329,2.5,Petrol,FWD,CVT,6.6,118,125317,66299,High,4,3,High,5743,1000,11.73860978579419,11.101945176173954,
Ferrari,911 Turbo S,1995,Europe,used,7.7,1258,1215,2313,153,6.1,Petrol,FWD,DCT,14.0,177,36539,79165,High,1,2,High,9925,200,10.506162829931997,11.279302192700634,
Ferrari,GT-R,1983,Asia,new,6.0,1195,309,2270,175,4.3,Electric,FWD,CVT,10.1,230,422336,152768,Low,2,1,Low,6720,5000,12.953558852523287,11.93668225555056,Nismo
BMW,Chiron,2001,USA,new,7.7,620,1115,2399,306,3.3,Petrol,FWD,CVT,14.6,313,190727,97802,Medium,4,3,Medium,14344,20000,12.158603608288125,11.49071053039907,Supercharged
McLaren,720S,1992,Europe,salvage,7.1,694,1705,2126,369,2.4,Petrol,FWD,Manual,10.2,227,261049,56150,Low,2,1,Low,7490,20000,12.472467238838698,10.935799769447005,
Nissan,Chiron,1995,Asia,new,3.8,297,685,1932,288,5.2,Diesel,RWD,CVT,10.8,206,412413,63920,Low,1,2,Medium,3228,20000,12.9297829781724,11.065403224873476,
Lamborghini,Corvette Z06,2008,Europe,used,2.3,888,1112,1430,241,2.2,Electric,FWD,CVT,7.2,280,194067,164368,Medium,2,3,Medium,796,5000,12.175963892093188,12.009869179346815,Sport
Porsche,911 Turbo S,1985,USA,new,4.8,1327,855,1002,257,6.0,Diesel,AWD,DCT,13.8,293,484208,100750,Low,2,2,Medium,3581,100000,13.090271910673946,11.520407405317984,Turbo
Ferrari,GT-R,2005,Asia,new,1.8,1303,275,2169,373,5.9,Diesel,AWD,Automatic,13.3,417,142241,94874,High,1,1,Low,2664,20000,11.865285111391287,11.46031551469793,Turbo
Bugatti,DBS,1990,Europe,used,2.6,378,1706,1496,301,3.6,Petrol,AWD,CVT,8.4,144,256274,161908,Low,2,3,High,10198,100000,12.454006365651601,11.994789727990957,
Ferrari,488 GTB,2003,USA,new,3.1,309,792,2242,200,4.4,Diesel,AWD,CVT,11.1,156,100229,116617,High,3,2,High,2423,1000,11.515222824018911,11.666658914912059,Supercharged
Chevrolet,GT-R,2008,USA,salvage,5.9,1273,1228,1250,191,5.3,Petrol,FWD,Automatic,8.4,282,267457,55247,Low,4,4,Low,2744,100000,12.496717823645145,10.919587419629773,
Ferrari,GT-R,1982,Europe,new,4.9,157,188,1133,316,6.8,Diesel,FWD,Automatic,9.6,374,243857,166116,Low,2,1,Medium,14495,20000,12.404341367653576,12.020447638347331,
Ferrari,488 GTB,1989,USA,used,3.5,246,1528,936,284,4.6,Electric,RWD,Automatic,13.5,416,192909,166811,Low,1,3,Low,10926,100000,12.169979037881935,12.024622708765092,Sport
Lamborghini,Mustang GT,1980,Asia,used,5.2,832,492,2268,167,7.0,Electric,FWD,DCT,9.2,104,140229,59265,High,2,4,High,1177,20000,11.851039210720696,10.98979106473664,V-Spec
Lamborghini,DBS,2022,USA,used,2.4,786,174,1191,152,3.6,Diesel,AWD,CVT,13.4,253,366379,191462,High,4,2,Medium,11993,1000,12.81142632513945,12.162449857446843,
Aston Martin,Huracan,2005,Europe,salvage,6.4,961,204,916,340,4.6,Petrol,RWD,CVT,14.6,118,489939,151842,Medium,2,4,Low,13067,5000,13.10203821360973,11.930602371288195,
Nissan,Chiron,1991,Asia,new,6.2,391,1060,989,385,2.6,Petrol,RWD,Automatic,9.2,130,401844,191886,High,2,1,Low,12427,200,12.903821721109804,12.164661936084622,Nismo
Bugatti,720S,1993,USA,new,3.0,755,960,2271,387,4.8,Petrol,RWD,Manual,13.8,246,365178,126138,Low,4,3,Low,14043,1000,12.808142923311378,11.745139752486836,
Ferrari,GT-R,2004,USA,new,5.5,914,711,1576,169,4.7,Diesel,RWD,DCT,8.0,436,70471,154058,Low,4,4,Medium,14598,100000,11.16297074678963,11.94509092490835,
Ferrari,Corvette Z06,1987,Asia,restored,4.8,1191,851,1876,247,6.2,Petrol,FWD,Automatic,5.0,445,391650,15520,Low,3,2,Medium,3687,100000,12.878126416092265,9.649949224651184,RS
Porsche,488 GTB,2022,Asia,salvage,2.0,326,741,2367,371,7.0,Diesel,RWD,Automatic,5.8,224,413572,165942,Low,2,4,Low,12751,100000,12.932589319581277,12.019399634878527,RS
Lamborghini,Chiron,1983,USA,new,3.4,813,1128,1152,222,6.9,Electric,FWD,CVT,12.4,427,211408,132815,High,1,3,High,8094,50,12.261549924832774,11.796719990694816,
Bugatti,911 Turbo S,2007,Asia,used,8.0,1003,436,1716,223,3.2,Petrol,RWD,Manual,6.0,124,210361,227146,Medium,1,4,High,8254,5000,12.256585135169018,12.333352663968483,
BMW,488 GTB,1986,Europe,new,2.2,462,1307,1083,272,3.7,Diesel,FWD,DCT,14.4,252,310099,96211,High,1,3,Medium,6510,20000,12.64465010508854,11.474309368999135,
Aston Martin,911 Turbo S,1989,USA,new,4.8,849,1758,1189,219,3.4,Petrol,FWD,Manual,13.7,336,354845,24115,Low,1,2,High,5194,1000,12.779439171520988,10.090630799609295,Track Edition
Nissan,DBS,2015,Europe,used,7.0,1311,744,1660,294,3.0,Diesel,AWD,Manual,10.1,313,405341,95250,Medium,4,3,Low,2114,5000,12.912486434190503,11.4642707916215,
McLaren,GT-R,1981,USA,new,3.5,1313,371,2138,228,2.8,Petrol,FWD,CVT,10.8,240,439652,58790,High,2,2,Medium,1096,1000,12.993741058393557,10.981744060947163,
Nissan,Corvette Z06,2005,Europe,new,3.3,1487,271,1057,374,4.6,Electric,RWD,Automatic,11.9,397,66957,137969,Low,3,4,Low,9815,20000,11.111820836139026,11.834791549202079,
Chevrolet,720S,1993,Europe,used,7.3,208,1479,1822,397,6.4,Diesel,RWD,Automatic,12.3,242,193372,124374,High,1,3,Low,7282,20000,12.172376245223305,11.731056474460894,
Ferrari,911 Turbo S,1995,Asia,used,3.6,326,1029,1590,336,4.9,Diesel,FWD,Manual,9.9,122,366963,87739,High,4,1,Medium,14720,1000,12.813019029582257,11.382133174720204,
Aston Martin,Chiron,2022,USA,new,5.8,1273,1511,1292,331,6.4,Electric,FWD,DCT,8.1,383,315931,194569,High,2,2,Low,4115,5000,12.663282279538969,12.178547274465421,
Chevrolet,Mustang GT,2021,Asia,used,6.3,355,985,1943,290,6.8,Electric,FWD,DCT,14.1,211,288589,189895,Low,4,4,High,13565,5000,12.57276227468693,12.154231832860788,
Bugatti,DBS,1996,Asia,used,6.6,724,719,2394,191,3.9,Petrol,FWD,CVT,5.5,368,196711,7489,Low,3,4,Low,11566,20000,12.189496009125373,8.921324076511265,
McLaren,Mustang GT,2001,USA,new,8.0,1042,1126,1330,193,6.2,Diesel,AWD,DCT,8.6,195,395402,229815,High,3,2,Low,5409,20000,12.887660776943285,12.345034267734563,Supercharged
Lamborghini,DBS,1983,Europe,restored,6.7,864,1090,1896,396,2.3,Diesel,AWD,CVT,11.7,430,160251,4185,High,1,1,High,10606,200,11.984502855204255,8.339500903005945,
Aston Martin,Huracan,1998,USA,new,5.8,1492,1124,1904,363,4.4,Petrol,AWD,Manual,13.9,271,373692,49319,High,2,2,Medium,2323,1000,12.831189883695247,10.80608495727828,
Aston Martin,Chiron,1981,USA,new,7.3,1048,1243,1991,229,3.8,Petrol,AWD,DCT,5.7,390,53841,248210,Low,2,3,Medium,8100,100000,10.893809110731198,12.422034469868084,V-Spec
Ferrari,Mustang GT,2018,USA,new,7.4,666,1263,2000,375,3.0,Diesel,AWD,Automatic,11.6,402,28552,154592,Low,4,4,High,11034,100000,10.259517288372871,11.948551135973245,Nismo
Ford,Corvette Z06,1988,Asia,used,7.8,349,1528,1001,216,4.2,Electric,FWD,Manual,9.9,334,98337,203638,High,4,2,Low,13282,20000,11.496165803154888,12.22410409737762,GT
Aston Martin,GT-R,1998,USA,new,6.6,422,422,1551,349,4.2,Petrol,AWD,CVT,11.9,405,186847,48511,High,4,3,High,5798,5000,12.138050731083263,10.789566469002043,
Porsche,488 GTB,1995,USA,new,2.8,1357,1292,1792,169,6.0,Diesel,AWD,Manual,8.2,186,400405,114186,Medium,2,4,Medium,14467,1000,12.900234311325914,11.645592734347776,Turbo
McLaren,720S,2004,USA,new,6.1,331,1344,1484,196,6.3,Petrol,FWD,Manual,12.1,395,477793,173619,Low,2,4,Medium,4890,20000,13.076934956239537,12.064624281945799,
McLaren,GT-R,1997,Europe,new,2.1,161,1146,1106,173,5.3,Electric,FWD,CVT,6.8,432,302085,30859,Medium,1,3,Low,5444,20000,12.618467024030155,10.337216125917152,Supercharged
Porsche,GT-R,2002,Europe,used,3.6,1242,519,1112,328,5.2,Diesel,RWD,DCT,12.8,297,332165,242395,Low,3,2,High,12503,100000,12.713390122940277,12.398328031390978,Track Edition
BMW,DBS,2000,Europe,new,2.3,1355,187,978,295,2.6,Diesel,RWD,DCT,12.5,320,380106,47805,Low,3,2,Low,11443,100000,12.848208071014025,10.774906433614746,V-Spec
Porsche,Corvette Z06,1990,Europe,used,7.7,1446,273,2036,172,4.9,Diesel,RWD,Automatic,14.5,397,214774,125256,Low,1,4,Medium,10403,5000,12.277346247506257,11.738122905608975,
Porsche,DBS,2018,Asia,used,3.8,845,1134,1032,278,3.4,Electric,AWD,DCT,6.7,242,190121,192150,Low,3,2,Medium,10253,100000,12.1554212503444,12.166036800246946,
McLaren,M4 Competition,2020,Asia,used,6.2,882,1637,2120,272,3.5,Petrol,FWD,CVT,12.2,159,299404,206119,High,3,1,Low,6694,1000,12.60955245089502,12.23621380244216,RS
Nissan,911 Turbo S,1983,USA,new,5.3,1146,301,1948,264,2.5,Electric,RWD,CVT,8.2,413,203988,116421,Medium,4,2,Low,11063,20000,12.225821349803905,11.664976799857001,
McLaren,720S,2004,Asia,new,2.3,244,644,1371,215,5.2,Electric,RWD,CVT,7.8,388,147835,36145,High,1,2,Medium,1121,1000,11.903858830232426,10.495321571395584,
Ford,911 Turbo S,2011,Europe,new,5.2,851,308,2466,282,4.9,Electric,AWD,DCT,9.0,101,113906,110655,High,1,4,High,4103,5000,11.643137604965633,11.614181569042962,Supercharged
Ferrari,488 GTB,2009,USA,used,5.8,1375,139,1189,167,3.1,Diesel,RWD,CVT,7.9,252,349499,72338,High,3,4,Medium,6714,200,12.764258840656002,11.189118681799814,
Chevrolet,M4 Competition,2024,USA,new,7.2,311,970,2179,357,3.3,Electric,FWD,DCT,7.5,353,259999,63699,Low,1,3,Low,651,1000,12.468436909997664,11.061939841560255,Track Edition
Nissan,Chiron,2005,Europe,used,2.0,900,1426,2129,351,5.9,Diesel,FWD,CVT,12.7,158,311294,237329,Medium,4,4,High,10294,5000,12.64849629462387,12.377206856683552,
Lamborghini,488 GTB,2015,Europe,new,3.5,598,1017,2398,266,6.0,Diesel,RWD,CVT,12.0,350,85537,19866,Low,4,2,Low,12982,20000,11.356716000633117,9.896815342768063,Turbo
Chevrolet,488 GTB,2013,Europe,new,6.0,555,129,1906,370,4.5,Petrol,FWD,DCT,6.1,124,308412,7776,High,2,1,Low,13605,20000,12.639195072830885,8.958925938694943,
Ferrari,Huracan,1988,Asia,new,1.8,963,819,1991,184,2.7,Petrol,RWD,Automatic,10.6,232,418131,238684,High,2,3,High,3433,20000,12.943552451129577,12.38289996996696,
Ford,720S,1991,USA,new,2.9,1213,1674,2138,302,2.3,Electric,RWD,Automatic,8.3,342,240668,189256,Low,4,4,Medium,13289,20000,12.391177824450713,12.150861158726617,
Ford,DBS,1981,Europe,salvage,3.0,614,774,1533,255,3.4,Diesel,FWD,Automatic,14.7,161,267949,161260,Low,4,3,Low,2563,5000,12.498555674922995,11.990779449385604,
Lamborghini,Corvette Z06,2017,USA,new,5.9,140,1758,1321,398,5.7,Diesel,FWD,DCT,9.3,203,288315,18219,Medium,3,2,Low,4818,20000,12.571812379831954,9.810275170813949,
Nissan,911 Turbo S,1984,USA,used,3.4,171,1446,1457,301,5.0,Petrol,AWD,CVT,5.4,177,218912,194873,Low,1,3,Medium,3220,5000,12.296429669595899,12.180108474852362,Track Edition
BMW,488 GTB,1984,Asia,restored,5.4,252,360,1480,290,5.6,Diesel,AWD,DCT,8.3,308,23002,21565,Medium,2,4,Medium,6849,20000,10.043379921188018,9.978873279442018,
Porsche,911 Turbo S,2001,USA,used,7.8,830,271,1438,298,4.4,Electric,RWD,Manual,8.1,204,50507,165297,High,4,3,High,7148,200,10.829887018558571,12.015505184522368,
Nissan,911 Turbo S,1984,Europe,new,6.7,381,903,1361,383,5.8,Diesel,FWD,Manual,5.1,190,121361,28250,High,1,2,Medium,7333,20000,11.70653309378115,10.248884134178173,Nismo
BMW,Chiron,1983,Europe,salvage,3.7,1102,1480,2378,384,4.4,Electric,RWD,DCT,9.9,263,158999,104244,Medium,4,4,Medium,2919,1000,11.976659481202368,11.554499176880157,V-Spec
Ford,720S,1988,USA,new,4.6,733,307,1905,188,2.4,Petrol,AWD,Manual,14.1,214,214383,58726,Medium,4,2,Low,4579,5000,12.275524078528388,10.980654865992737,
McLaren,720S,2008,USA,used,2.9,342,583,1200,311,2.4,Petrol,RWD,Automatic,13.0,249,401924,147004,High,4,4,Low,12364,20000,12.90402078303116,11.898221878787865,
Ferrari,Mustang GT,2001,Asia,new,1.7,397,841,2211,296,6.2,Diesel,FWD,Automatic,11.8,332,301684,182730,Medium,3,4,Medium,8042,5000,12.617138705647983,12.115770405038802,RS
Lamborghini,GT-R,2006,Europe,new,3.5,1135,1320,1925,305,5.1,Diesel,FWD,Automatic,8.4,185,301842,16177,High,3,1,High,5734,1000,12.617662293629351,9.691407573577898,
Ferrari,720S,1989,Europe,used,4.0,836,1019,1943,240,3.4,Petrol,AWD,Manual,7.3,127,41709,100405,Medium,1,1,High,11757,20000,10.63849618719099,11.516977245410326,
Bugatti,911 Turbo S,1995,USA,used,5.2,669,825,2400,263,5.8,Electric,RWD,Automatic,8.4,147,392650,209193,Low,1,4,Low,7029,100000,12.880676455597179,12.25101733007327,
Bugatti,DBS,2021,USA,new,7.6,835,1320,1853,367,2.7,Electric,RWD,Automatic,6.2,287,418096,242951,Medium,1,2,High,1070,20000,12.943468742002004,12.400619171946698,
Nissan,911 Turbo S,2021,USA,new,7.7,1140,1000,2414,288,5.2,Electric,FWD,Automatic,6.0,183,32725,64397,Low,2,3,High,13084,20000,10.39592514798884,11.07283785570958,
Ford,DBS,1989,Europe,used,2.0,748,534,1885,326,6.9,Petrol,AWD,DCT,10.7,162,480046,237293,Medium,3,4,Low,11954,5000,13.081639294757217,12.377055157654134,Supercharged
Ford,Mustang GT,1985,USA,new,5.5,1288,697,1705,184,2.8,Petrol,FWD,CVT,13.1,101,83023,245516,Medium,3,1,Medium,4549,20000,11.32688500160752,12.411121470255134,
Porsche,DBS,1984,Asia,new,1.9,627,429,1156,233,2.7,Petrol,FWD,CVT,6.0,378,135166,35526,Medium,2,1,Medium,3889,5000,11.814266329957698,10.478048249762027,
Porsche,720S,1985,Asia,salvage,5.7,1150,1145,1352,225,4.3,Diesel,AWD,DCT,8.4,150,142413,24910,High,2,2,Low,8775,20000,11.866493587734189,10.123064751970729,
Porsche,Chiron,2004,USA,salvage,2.4,911,436,1337,206,5.2,Petrol,FWD,Automatic,6.2,325,156368,82277,Medium,2,4,Low,6773,1000,11.959973877728535,11.317859036227908,RS
McLaren,DBS,1983,Asia,restored,7.7,255,1652,1297,177,2.1,Electric,RWD,Automatic,8.1,179,360387,6571,Low,3,3,Low,873,5000,12.79493650782458,8.790573479157159,
Chevrolet,911 Turbo S,2019,Asia,used,7.1,1512,1139,2076,215,4.5,Electric,RWD,DCT,13.3,345,254253,170282,High,1,1,Medium,6848,5000,12.446089046333757,12.045217037827767,
Aston Martin,Corvette Z06,2011,Asia,new,1.7,970,1715,1548,398,2.4,Petrol,RWD,DCT,5.3,305,466179,209143,High,1,2,High,9339,200,13.05232710462066,12.250778288914024,
Chevrolet,720S,2014,Asia,salvage,6.6,1112,487,1121,214,3.2,Petrol,FWD,Manual,11.5,215,499706,36607,High,3,4,Medium,9974,5000,13.121777205639223,10.50802207473947,
Ferrari,Corvette Z06,1989,Asia,new,5.7,1471,674,2359,350,5.6,Electric,AWD,DCT,5.6,356,23458,44945,Low,4,2,Medium,9601,100000,10.063009495553013,10.713217048175938,Nismo
Chevrolet,M4 Competition,2013,Europe,new,4.8,141,724,1035,299,5.7,Petrol,AWD,Automatic,9.3,114,127363,176035,High,3,4,Low,11082,5000,11.754804407620195,12.078443798558265,
McLaren,M4 Competition,2015,USA,used,5.5,1447,1369,2451,397,5.6,Diesel,AWD,DCT,9.7,316,305949,154270,Medium,1,3,High,7995,20000,12.631176968890687,11.946466075126676,
Ferrari,911 Turbo S,1985,Asia,new,5.9,645,1055,1525,200,2.3,Petrol,AWD,Automatic,9.0,142,378645,99203,Low,2,2,Medium,1556,20000,12.84435701064093,11.504933615040676,
Chevrolet,M4 Competition,2022,USA,used,7.3,445,599,1675,381,5.9,Electric,AWD,Manual,11.4,202,318373,147788,Low,4,2,High,8939,100000,12.670982071326687,11.903540859828057,
McLaren,GT-R,1995,Asia,new,6.5,1161,1100,2202,240,4.2,Electric,FWD,DCT,14.7,393,381853,49958,Medium,2,2,High,2190,5000,12.852793615579197,10.81895794802638,
Aston Martin,Mustang GT,1998,Europe,new,5.3,1277,1206,1484,286,4.4,Petrol,AWD,Manual,7.7,162,390138,67677,Medium,3,4,Low,2302,20000,12.874258364863191,11.122516443016048,Nismo
Chevrolet,720S,2013,Europe,used,6.9,443,1423,1384,348,4.1,Electric,RWD,Automatic,11.1,330,353333,195766,Low,3,1,High,6484,100000,12.775169064210813,12.184680455548357,
McLaren,Corvette Z06,2004,Asia,new,7.9,1338,1059,2469,313,6.3,Petrol,FWD,Automatic,8.5,337,476611,65554,High,3,4,Medium,12549,5000,13.074458021676431,11.090644763933502,Track Edition
Porsche,911 Turbo S,2010,Asia,new,3.5,676,133,2168,331,5.4,Electric,RWD,Automatic,15.0,406,205055,23747,High,4,3,High,1103,20000,12.231038391547921,10.075253595390565,
Ford,GT-R,2020,Asia,new,2.4,168,147,1941,389,4.5,Electric,AWD,Automatic,14.5,349,401274,149568,Medium,3,4,Low,14300,5000,12.902402256781418,11.9155131037983,GT
Porsche,911 Turbo S,1996,Europe,new,6.3,1237,261,1776,315,6.2,Electric,AWD,Manual,5.9,177,242406,35623,Medium,1,2,Medium,5453,1000,12.398373410648126,10.480774847001538,Turbo
Ford,GT-R,2009,Europe,new,7.9,1174,709,2479,391,6.0,Petrol,RWD,DCT,14.7,182,23302,78175,Low,4,2,High,5969,100000,10.056337386630338,11.266717974057467,
Lamborghini,M4 Competition,2018,USA,salvage,2.3,382,592,2066,215,2.0,Petrol,RWD,DCT,12.4,253,179153,197835,High,1,3,Medium,12128,20000,12.096001050142227,12.195193683632635,Track Edition
Lamborghini,M4 Competition,2010,Europe,new,4.4,432,1667,1400,320,4.4,Petrol,FWD,Automatic,14.9,329,433003,79947,Low,3,1,Medium,5693,100000,12.978502244817246,11.289131702314432,GT
Lamborghini,DBS,1998,Asia,used,2.0,1108,1327,2450,282,2.2,Diesel,AWD,Automatic,12.7,196,345861,201427,High,1,3,Low,12445,200,12.753795130549829,12.213187276415582,V-Spec
Aston Martin,Huracan,2014,USA,new,6.6,387,436,992,230,3.5,Diesel,AWD,Manual,6.3,273,360676,62410,Medium,2,1,Medium,9974,20000,12.795738099956981,11.041496820872945,
Porsche,911 Turbo S,2008,Europe,new,7.7,1129,1504,2306,314,6.0,Diesel,AWD,Manual,12.5,239,439049,114036,High,2,2,Low,11539,20000,12.992368580788142,11.644278236121481,
Ford,DBS,1980,Europe,new,4.8,671,564,1178,335,6.7,Electric,RWD,Automatic,12.3,192,261008,159856,Medium,3,3,Low,12311,5000,12.472310168468933,11.982034944583301,
McLaren,720S,1983,Asia,new,4.2,769,415,2372,212,3.2,Electric,AWD,Automatic,6.7,239,221725,176669,High,2,1,High,11645,200,12.309197664325811,12.082038864606726,Supercharged
Ferrari,DBS,2007,USA,new,7.4,681,523,1881,248,2.1,Petrol,FWD,DCT,12.5,128,344386,18416,High,3,3,Low,3784,5000,12.749521304017245,9.821029430095606,
McLaren,488 GTB,1997,Europe,new,2.5,590,871,1520,200,4.0,Electric,FWD,DCT,11.7,160,296232,184054,Low,1,2,High,4454,20000,12.59890158581871,12.122989904968998,
Ferrari,M4 Competition,2005,Europe,new,7.3,353,382,2211,221,3.7,Diesel,RWD,DCT,14.9,140,313020,151019,High,4,4,Medium,8234,20000,12.654025559923436,11.925167557357415,V-Spec
Bugatti,488 GTB,2019,Asia,new,4.1,221,966,1375,192,5.4,Diesel,RWD,Automatic,11.2,247,130106,236031,High,3,4,Medium,3045,200,11.776112467818736,12.371722668036156,
McLaren,911 Turbo S,1998,USA,used,5.2,409,496,1781,216,4.5,Petrol,FWD,CVT,9.1,401,339416,229342,Low,2,1,Low,8122,5000,12.73498471891916,12.342973978521826,
Chevrolet,Corvette Z06,1985,USA,salvage,5.0,1323,704,1571,344,4.0,Electric,RWD,Manual,14.5,346,214271,26011,High,4,2,High,524,5000,12.275001514969038,10.166313248989042,Supercharged
Chevrolet,Corvette Z06,1980,USA,new,5.5,377,1211,1700,214,3.1,Electric,RWD,Manual,11.3,257,34537,150763,Low,3,3,Medium,1969,20000,10.449815446144616,11.923470979265765,
Nissan,720S,1987,USA,used,7.6,1514,918,1070,211,6.1,Diesel,AWD,Manual,8.5,394,444024,83632,High,4,2,High,9868,50,13.003636146135527,11.334193458026807,GT
